merged_spelling,ipa,langid,spelling_pretrain,langid_pretrain
{geo}რითაც,r i tʰ ɑ t͡s,0,რითაც,0
{geo}რითმა,r i tʰ m ɑ,0,რითმა,0
{geo}რიკი,r i kʼ i,0,რიკი,0
{geo}რიჟრაჟი,r i ʒ r ɑ ʒ i,0,რიჟრაჟი,0
{geo}რის,r i s,0,რის,0
{geo}რისთვის,r i s tʰ v i s,0,რისთვის,0
{geo}რისკი,r i s kʼ i,0,რისკი,0
{geo}რისკიანი,r i s kʼ i ɑ n i,0,რისკიანი,0
{geo}რისხვა,r i s x v ɑ,0,რისხვა,0
{geo}რიტმულად,r i tʼ m u l ɑ d,0,რიტმულად,0
{geo}რიტმული,r i tʼ m u l i,0,რიტმული,0
{geo}რიტორიკულად,r i tʼ ɔ r i kʼ u l ɑ d,0,რიტორიკულად,0
{geo}რიტორიკული,r i tʼ ɔ r i kʼ u l i,0,რიტორიკული,0
{geo}რიტუალი,r i tʼ u ɑ l i,0,რიტუალი,0
{geo}რიტუალური,r i tʼ u ɑ l u r i,0,რიტუალური,0
{geo}რიფი,r i pʰ i,0,რიფი,0
{geo}რიცხვი,r i t͡s x v i,0,რიცხვი,0
{geo}რიცხობრივად,r i t͡s x ɔ b r i v ɑ d,0,რიცხობრივად,0
{geo}რიცხობრივი,r i t͡s x ɔ b r i v i,0,რიცხობრივი,0
{geo}რიხი,r i x i,0,რიხი,0
{geo}რკალი,r kʼ ɑ l i,0,რკალი,0
{geo}რკინა,r kʼ i n ɑ,0,რკინა,0
{geo}რკინიგზა,r kʼ i n i ɡ z ɑ,0,რკინიგზა,0
{geo}რობერტ,r ɔ b ɛ r tʼ,0,რობერტ,0
{geo}რობოტი,r ɔ b ɔ tʼ i,0,რობოტი,0
{geo}როგორ,r ɔ ɡ ɔ r,0,როგორ,0
{geo}როგორი,r ɔ ɡ ɔ r i,0,როგორი,0
{geo}როგორღაც,r ɔ ɡ ɔ r ɣ ɑ t͡s,0,როგორღაც,0
{geo}როდესმე,r ɔ d ɛ s m ɛ,0,როდესმე,0
{geo}როდის,r ɔ d i s,0,როდის,0
{geo}როზგი,r ɔ z ɡ i,0,როზგი,0
{geo}როზეტი,r ɔ z ɛ tʼ i,0,როზეტი,0
{geo}როზმარი,r ɔ z m ɑ r i,0,როზმარი,0
{geo}როზმარინი,r ɔ z m ɑ r i n i,0,როზმარინი,0
{geo}როკერი,r ɔ kʼ ɛ r i,0,როკერი,0
{geo}როკი,r ɔ kʼ i,0,როკი,0
{geo}როლი,r ɔ l i,0,როლი,0
{geo}რომ,r ɔ m,0,რომ,0
{geo}რომად,r ɔ m ɑ d,0,რომად,0
{geo}რომანი,r ɔ m ɑ n i,0,რომანი,0
{geo}რომანისტი,r ɔ m ɑ n i s tʼ i,0,რომანისტი,0
{geo}რომანტიზმი,r ɔ m ɑ n tʼ i z m i,0,რომანტიზმი,0
{geo}რომანტიკა,r ɔ m ɑ n tʼ i kʼ ɑ,0,რომანტიკა,0
{geo}რომანტიული,r ɔ m ɑ n tʼ i u l i,0,რომანტიული,0
{geo}რომაული,r ɔ m ɑ u l i,0,რომაული,0
{geo}რომბი,r ɔ m b i,0,რომბი,0
{geo}რომელი,r ɔ m ɛ l i,0,რომელი,0
{geo}რომელმა,r ɔ m ɛ l m ɑ,0,რომელმა,0
{geo}რომელს,r ɔ m ɛ l s,0,რომელს,0
{geo}რომი,r ɔ m i,0,რომი,0
{geo}რომით,r ɔ m i tʰ,0,რომით,0
{geo}რომის,r ɔ m i s,0,რომის,0
{geo}რომლისგანაც,r ɔ m l i s ɡ ɑ n ɑ t͡s,0,რომლისგანაც,0
{geo}რომს,r ɔ m s,0,რომს,0
{geo}რონდო,r ɔ n d ɔ,0,რონდო,0
{geo}როტორი,r ɔ tʼ ɔ r i,0,როტორი,0
{geo}როქი,r ɔ kʰ i,0,როქი,0
{geo}როჯერი,r ɔ d͡ʒ ɛ r i,0,როჯერი,0
{geo}რტყმა,r tʼ qʼ m ɑ,0,რტყმა,0
{geo}რუ,r u,0,რუ,0
{geo}რუანდა,r u ɑ n d ɑ,0,რუანდა,0
{geo}რუბლი,r u b l i,0,რუბლი,0
{geo}რუბრიკა,r u b r i kʼ ɑ,0,რუბრიკა,0
{geo}რუდოლფი,r u d ɔ l pʰ i,0,რუდოლფი,0
{geo}რუთენიუმი,r u tʰ ɛ n i u m i,0,რუთენიუმი,0
{geo}რუმ,r u m,0,რუმ,0
{geo}რუმბა,r u m b ɑ,0,რუმბა,0
{geo}რუმინეთი,r u m i n ɛ tʰ i,0,რუმინეთი,0
{geo}რუმინული,r u m i n u l i,0,რუმინული,0
{geo}რუპორი,r u pʼ ɔ r i,0,რუპორი,0
{geo}რუს,r u s,0,რუს,0
{geo}რუსეთი,r u s ɛ tʰ i,0,რუსეთი,0
{geo}რუსეთმა,r u s ɛ tʰ m ɑ,0,რუსეთმა,0
{geo}რუსეთს,r u s ɛ tʰ s,0,რუსეთს,0
{geo}რუსთაველი,r u s tʰ ɑ v ɛ l i,0,რუსთაველი,0
{geo}რუსთავი,r u s tʰ ɑ v i,0,რუსთავი,0
{geo}რუსი,r u s i,0,რუსი,0
{geo}რუსიშვილი,r u s i ʃ v i l i,0,რუსიშვილი,0
{geo}რუსული,r u s u l i,0,რუსული,0
{geo}რუტინა,r u tʼ i n ɑ,0,რუტინა,0
{geo}რუტინული,r u tʼ i n u l i,0,რუტინული,0
{geo}რქაწითელი,r kʰ ɑ t͡sʼ i tʰ ɛ l i,0,რქაწითელი,0
{geo}რქოვანი,r kʰ ɔ v ɑ n i,0,რქოვანი,0
{geo}რჩევა,r t͡ʃ ɛ v ɑ,0,რჩევა,0
{geo}რჩეული,r t͡ʃ ɛ u l i,0,რჩეული,0
{geo}რცხილა,r t͡s x i l ɑ,0,რცხილა,0
{geo}რცხილაძე,r t͡s x i l ɑ d͡z ɛ,0,რცხილაძე,0
{geo}რძალი,r d͡z ɑ l i,0,რძალი,0
{geo}რძე,r d͡z ɛ,0,რძე,0
{geo}რწმენა,r t͡sʼ m ɛ n ɑ,0,რწმენა,0
{geo}რწყილი,r t͡sʼ qʼ i l i,0,რწყილი,0
{geo}სა,s ɑ,0,სა,0
{geo}სააგენტო,s ɑ ɑ ɡ ɛ n tʼ ɔ,0,სააგენტო,0
{geo}საავადმყოფო,s ɑ ɑ v ɑ d m qʼ ɔ pʰ ɔ,0,საავადმყოფო,0
{geo}საავიაციო,s ɑ ɑ v i ɑ t͡s i ɔ,0,საავიაციო,0
{geo}სააკაშვილი,s ɑ ɑ kʼ ɑ ʃ v i l i,0,სააკაშვილი,0
{geo}საამქრო,s ɑ ɑ m kʰ r ɔ,0,საამქრო,0
{geo}საანგარიშო,s ɑ ɑ n ɡ ɑ r i ʃ ɔ,0,საანგარიშო,0
{geo}სააპელაციო,s ɑ ɑ pʼ ɛ l ɑ t͡s i ɔ,0,სააპელაციო,0
{geo}საარშიყოდ,s ɑ ɑ r ʃ i qʼ ɔ d,0,საარშიყოდ,0
{geo}საარჩევნო,s ɑ ɑ r t͡ʃ ɛ v n ɔ,0,საარჩევნო,0
{geo}სააღდგომო,s ɑ ɑ ɣ d ɡ ɔ m ɔ,0,სააღდგომო,0
{geo}საბაბი,s ɑ b ɑ b i,0,საბაბი,0
{geo}საბაგირო,s ɑ b ɑ ɡ i r ɔ,0,საბაგირო,0
{geo}საბავშვო,s ɑ b ɑ v ʃ v ɔ,0,საბავშვო,0
{geo}საბაჟო,s ɑ b ɑ ʒ ɔ,0,საბაჟო,0
{geo}საბაღო,s ɑ b ɑ ɣ ɔ,0,საბაღო,0
{geo}საბედისწეროდ,s ɑ b ɛ d i s t͡sʼ ɛ r ɔ d,0,საბედისწეროდ,0
{geo}საბო,s ɑ b ɔ,0,საბო,0
{geo}საბოდიშოდ,s ɑ b ɔ d i ʃ ɔ d,0,საბოდიშოდ,0
{geo}საბოლოო,s ɑ b ɔ l ɔ ɔ,0,საბოლოო,0
{geo}საბოლოოდ,s ɑ b ɔ l ɔ ɔ d,0,საბოლოოდ,0
{geo}საბოტაჟი,s ɑ b ɔ tʼ ɑ ʒ i,0,საბოტაჟი,0
{geo}საბრალო,s ɑ b r ɑ l ɔ,0,საბრალო,0
{geo}საბრძოლო,s ɑ b r d͡z ɔ l ɔ,0,საბრძოლო,0
{geo}საბურთალო,s ɑ b u r tʰ ɑ l ɔ,0,საბურთალო,0
{geo}საბჭო,s ɑ b t͡ʃʼ ɔ,0,საბჭო,0
{geo}საბჭომ,s ɑ b t͡ʃʼ ɔ m,0,საბჭომ,0
{geo}საბჭოს,s ɑ b t͡ʃʼ ɔ s,0,საბჭოს,0
{geo}საგა,s ɑ ɡ ɑ,0,საგა,0
{geo}საგადასახადო,s ɑ ɡ ɑ d ɑ s ɑ x ɑ d ɔ,0,საგადასახადო,0
{geo}საგანგებო,s ɑ ɡ ɑ n ɡ ɛ b ɔ,0,საგანგებო,0
{geo}საგანი,s ɑ ɡ ɑ n i,0,საგანი,0
{geo}საგანმანათლებლო,s ɑ ɡ ɑ n m ɑ n ɑ tʰ l ɛ b l ɔ,0,საგანმანათლებლო,0
{geo}საგანძური,s ɑ ɡ ɑ n d͡z u r i,0,საგანძური,0
{geo}საგარეო,s ɑ ɡ ɑ r ɛ ɔ,0,საგარეო,0
{geo}საგვარეულო,s ɑ ɡ v ɑ r ɛ u l ɔ,0,საგვარეულო,0
{geo}საგრძნობლად,s ɑ ɡ r d͡z n ɔ b l ɑ d,0,საგრძნობლად,0
{geo}საგულდაგულო,s ɑ ɡ u l d ɑ ɡ u l ɔ,0,საგულდაგულო,0
{geo}საგურამო,s ɑ ɡ u r ɑ m ɔ,0,საგურამო,0
{geo}სადად,s ɑ d ɑ d,0,სადად,0
{geo}სადაზღვევო,s ɑ d ɑ z ɣ v ɛ v ɔ,0,სადაზღვევო,0
{geo}სადგური,s ɑ d ɡ u r i,0,სადგური,0
{geo}სადიზმი,s ɑ d i z m i,0,სადიზმი,0
{geo}სადილი,s ɑ d i l i,0,სადილი,0
{geo}სადისტი,s ɑ d i s tʼ i,0,სადისტი,0
{geo}სადისტური,s ɑ d i s tʼ u r i,0,სადისტური,0
{geo}სადმე,s ɑ d m ɛ,0,სადმე,0
{geo}სადღეგრძელო,s ɑ d ɣ ɛ ɡ r d͡z ɛ l ɔ,0,სადღეგრძელო,0
{geo}სადღეღამისო,s ɑ d ɣ ɛ ɣ ɑ m i s ɔ,0,სადღეღამისო,0
{geo}საეკლესიო,s ɑ ɛ kʼ l ɛ s i ɔ,0,საეკლესიო,0
{geo}საელჩო,s ɑ ɛ l t͡ʃ ɔ,0,საელჩო,0
{geo}საენათმეცნიერო,s ɑ ɛ n ɑ tʰ m ɛ t͡s n i ɛ r ɔ,0,საენათმეცნიერო,0
{geo}საერთოდ,s ɑ ɛ r tʰ ɔ d,0,საერთოდ,0
{geo}საექიმო,s ɑ ɛ kʰ i m ɔ,0,საექიმო,0
{geo}საექსპორტო,s ɑ ɛ kʰ s pʼ ɔ r tʼ ɔ,0,საექსპორტო,0
{geo}საეჭვოდ,s ɑ ɛ t͡ʃʼ v ɔ d,0,საეჭვოდ,0
{geo}სავალდებულო,s ɑ v ɑ l d ɛ b u l ɔ,0,სავალდებულო,0
{geo}სავალდებულოდ,s ɑ v ɑ l d ɛ b u l ɔ d,0,სავალდებულოდ,0
{geo}სავალუტო,s ɑ v ɑ l u tʼ ɔ,0,სავალუტო,0
{geo}სავარცხელი,s ɑ v ɑ r t͡s x ɛ l i,0,სავარცხელი,0
{geo}სავარჯიშო,s ɑ v ɑ r d͡ʒ i ʃ ɔ,0,სავარჯიშო,0
{geo}სავაჭრო,s ɑ v ɑ t͡ʃʼ r ɔ,0,სავაჭრო,0
{geo}სავსე,s ɑ v s ɛ,0,სავსე,0
{geo}საზამთრო,s ɑ z ɑ m tʰ r ɔ,0,საზამთრო,0
{geo}საზარლად,s ɑ z ɑ r l ɑ d,0,საზარლად,0
{geo}საზაფხულო,s ɑ z ɑ pʰ x u l ɔ,0,საზაფხულო,0
{geo}საზეიმო,s ɑ z ɛ i m ɔ,0,საზეიმო,0
{geo}საზიანო,s ɑ z i ɑ n ɔ,0,საზიანო,0
{geo}საზიანოდ,s ɑ z i ɑ n ɔ d,0,საზიანოდ,0
{geo}საზიზღრად,s ɑ z i z ɣ r ɑ d,0,საზიზღრად,0
{geo}საზოგადოება,s ɑ z ɔ ɡ ɑ d ɔ ɛ b ɑ,0,საზოგადოება,0
{geo}საზოგადოებად,s ɑ z ɔ ɡ ɑ d ɔ ɛ b ɑ d,0,საზოგადოებად,0
{geo}საზოგადოებამ,s ɑ z ɔ ɡ ɑ d ɔ ɛ b ɑ m,0,საზოგადოებამ,0
{geo}საზოგადოებას,s ɑ z ɔ ɡ ɑ d ɔ ɛ b ɑ s,0,საზოგადოებას,0
{geo}საზოგადოებით,s ɑ z ɔ ɡ ɑ d ɔ ɛ b i tʰ,0,საზოგადოებით,0
{geo}საზოგადოების,s ɑ z ɔ ɡ ɑ d ɔ ɛ b i s,0,საზოგადოების,0
{geo}საზრიანად,s ɑ z r i ɑ n ɑ d,0,საზრიანად,0
{geo}საზრიანი,s ɑ z r i ɑ n i,0,საზრიანი,0
{geo}საზღვაო,s ɑ z ɣ v ɑ ɔ,0,საზღვაო,0
{geo}საზღვარგარეთ,s ɑ z ɣ v ɑ r ɡ ɑ r ɛ tʰ,0,საზღვარგარეთ,0
{geo}საზღვარგარეთი,s ɑ z ɣ v ɑ r ɡ ɑ r ɛ tʰ i,0,საზღვარგარეთი,0
{geo}საზღვარი,s ɑ z ɣ v ɑ r i,0,საზღვარი,0
{geo}სათაგური,s ɑ tʰ ɑ ɡ u r i,0,სათაგური,0
{geo}სათადარიგო,s ɑ tʰ ɑ d ɑ r i ɡ ɔ,0,სათადარიგო,0
{geo}სათადარიგოდ,s ɑ tʰ ɑ d ɑ r i ɡ ɔ d,0,სათადარიგოდ,0
{geo}სათავე,s ɑ tʰ ɑ v ɛ,0,სათავე,0
{geo}სათაური,s ɑ tʰ ɑ u r i,0,სათაური,0
{geo}სათესლე,s ɑ tʰ ɛ s l ɛ,0,სათესლე,0
{geo}სათვალე,s ɑ tʰ v ɑ l ɛ,0,სათვალე,0
{geo}სათვალიანი,s ɑ tʰ v ɑ l i ɑ n i,0,სათვალიანი,0
{geo}სათითე,s ɑ tʰ i tʰ ɛ,0,სათითე,0
{geo}სათნო,s ɑ tʰ n ɔ,0,სათნო,0
{geo}სათუო,s ɑ tʰ u ɔ,0,სათუო,0
{geo}საიდან,s ɑ i d ɑ n,0,საიდან,0
{geo}საიდუმლო,s ɑ i d u m l ɔ,0,საიდუმლო,0
{geo}საიდუმლოდ,s ɑ i d u m l ɔ d,0,საიდუმლოდ,0
{geo}საიდუმლოები,s ɑ i d u m l ɔ ɛ b i,0,საიდუმლოები,0
{geo}საით,s ɑ i tʰ,0,საით,0
{geo}საითაც,s ɑ i tʰ ɑ t͡s,0,საითაც,0
{geo}საიმედო,s ɑ i m ɛ d ɔ,0,საიმედო,0
{geo}საიმედოობა,s ɑ i m ɛ d ɔ ɔ b ɑ,0,საიმედოობა,0
{geo}საინტერესო,s ɑ i n tʼ ɛ r ɛ s ɔ,0,საინტერესო,0
{geo}საინტერესოდ,s ɑ i n tʼ ɛ r ɛ s ɔ d,0,საინტერესოდ,0
{geo}საინფორმაციო,s ɑ i n pʰ ɔ r m ɑ t͡s i ɔ,0,საინფორმაციო,0
{geo}საკაიფო,s ɑ kʼ ɑ i pʰ ɔ,0,საკაიფო,0
{geo}საკამათო,s ɑ kʼ ɑ m ɑ tʰ ɔ,0,საკამათო,0
{geo}საკანი,s ɑ kʼ ɑ n i,0,საკანი,0
{geo}საკვოიაჟი,s ɑ kʼ v ɔ i ɑ ʒ i,0,საკვოიაჟი,0
{geo}საკიდარი,s ɑ kʼ i d ɑ r i,0,საკიდარი,0
{geo}საკიდი,s ɑ kʼ i d i,0,საკიდი,0
{geo}საკითხი,s ɑ kʼ i tʰ x i,0,საკითხი,0
{geo}საკმაოდ,s ɑ kʼ m ɑ ɔ d,0,საკმაოდ,0
{geo}საკმარისად,s ɑ kʼ m ɑ r i s ɑ d,0,საკმარისად,0
{geo}საკონდიტრო,s ɑ kʼ ɔ n d i tʼ r ɔ,0,საკონდიტრო,0
{geo}საკონცერტო,s ɑ kʼ ɔ n t͡s ɛ r tʼ ɔ,0,საკონცერტო,0
{geo}საკუთარი,s ɑ kʼ u tʰ ɑ r i,0,საკუთარი,0
{geo}საკუთრება,s ɑ kʼ u tʰ r ɛ b ɑ,0,საკუთრება,0
{geo}სალათა,s ɑ l ɑ tʰ ɑ,0,სალათა,0
{geo}სალათი,s ɑ l ɑ tʰ i,0,სალათი,0
{geo}სალამური,s ɑ l ɑ m u r i,0,სალამური,0
{geo}სალაპარაკო,s ɑ l ɑ pʼ ɑ r ɑ kʼ ɔ,0,სალაპარაკო,0
{geo}სალვადორი,s ɑ l v ɑ d ɔ r i,0,სალვადორი,0
{geo}სალონი,s ɑ l ɔ n i,0,სალონი,0
{geo}სამაგალითო,s ɑ m ɑ ɡ ɑ l i tʰ ɔ,0,სამაგალითო,0
{geo}სამანდატო,s ɑ m ɑ n d ɑ tʼ ɔ,0,სამანდატო,0
{geo}სამართალმა,s ɑ m ɑ r tʰ ɑ l m ɑ,0,სამართალმა,0
{geo}სამართალს,s ɑ m ɑ r tʰ ɑ l s,0,სამართალს,0
{geo}სამართალწარმოება,s ɑ m ɑ r tʰ ɑ l t͡sʼ ɑ r m ɔ ɛ b ɑ,0,სამართალწარმოება,0
{geo}სამართებელი,s ɑ m ɑ r tʰ ɛ b ɛ l i,0,სამართებელი,0
{geo}სამართლიანად,s ɑ m ɑ r tʰ l i ɑ n ɑ d,0,სამართლიანად,0
{geo}სამართლიანი,s ɑ m ɑ r tʰ l i ɑ n i,0,სამართლიანი,0
{geo}სამართლიანობა,s ɑ m ɑ r tʰ l i ɑ n ɔ b ɑ,0,სამართლიანობა,0
{geo}სამართლის,s ɑ m ɑ r tʰ l i s,0,სამართლის,0
{geo}სამარისებური,s ɑ m ɑ r i s ɛ b u r i,0,სამარისებური,0
{geo}სამარცხვინო,s ɑ m ɑ r t͡s x v i n ɔ,0,სამარცხვინო,0
{geo}სამარცხვინოდ,s ɑ m ɑ r t͡s x v i n ɔ d,0,სამარცხვინოდ,0
{geo}სამარხვო,s ɑ m ɑ r x v ɔ,0,სამარხვო,0
{geo}სამახსოვრო,s ɑ m ɑ x s ɔ v r ɔ,0,სამახსოვრო,0
{geo}სამაჯური,s ɑ m ɑ d͡ʒ u r i,0,სამაჯური,0
{geo}სამგლოვიარო,s ɑ m ɡ l ɔ v i ɑ r ɔ,0,სამგლოვიარო,0
{geo}სამეანო,s ɑ m ɛ ɑ n ɔ,0,სამეანო,0
{geo}სამება,s ɑ m ɛ b ɑ,0,სამება,0
{geo}სამეგრელო,s ɑ m ɛ ɡ r ɛ l ɔ,0,სამეგრელო,0
{geo}სამეული,s ɑ m ɛ u l i,0,სამეული,0
{geo}სამეცნიერო,s ɑ m ɛ t͡s n i ɛ r ɔ,0,სამეცნიერო,0
{geo}სამი,s ɑ m i,0,სამი,0
{geo}სამკაულებიანი,s ɑ m kʼ ɑ u l ɛ b i ɑ n i,0,სამკაულებიანი,0
{geo}სამკერდე,s ɑ m kʼ ɛ r d ɛ,0,სამკერდე,0
{geo}სამკერვალო,s ɑ m kʼ ɛ r v ɑ l ɔ,0,სამკერვალო,0
{geo}სამკუთხა,s ɑ m kʼ u tʰ x ɑ,0,სამკუთხა,0
{geo}სამკუთხედი,s ɑ m kʼ u tʰ x ɛ d i,0,სამკუთხედი,0
{geo}სამკურნალო,s ɑ m kʼ u r n ɑ l ɔ,0,სამკურნალო,0
{geo}სამმაგად,s ɑ m m ɑ ɡ ɑ d,0,სამმაგად,0
